userName,content,score,sentimen
nur laela,"Sekarang aplikasinya tidak dapat memilih kursi, kenapa ya ?",2,negatif
Yossrizal Ramadhan,Kemana ini developernya? Kabur kah? Gateway untuk pembatalan tiket masalah kok gaada update atau minimal di handling dulu? Dana tiket tidak sedikit loh nominalnya.,2,negatif
Canada server,mBulet...,2,negatif
Nugraha Andini,Aplikasi harus perbarui tiap mau lebaran sama natal cuma buat ganti cover. Kalo ga diperbarui ga bisa dipakai. Aneh. Pembaruan yang ga penting. Tolong buat pembatalan tiket dibikin satu halaman full biar kliatan kaloasih ada tulisan yg harus diklik. Karena kesannya jebakan pas mau batalin tiket. Dikira sudah selesai proses pembatalan karena sudah ada notifikasi ternyata ada proses selanjutnya dengan scroll halaman sampai bawah.,2,negatif
mar giyanti,pak.maaf sya SDH download kai access.msak sya daftar member basic atau mau melengkapi data diri sya ko TDK bisa.tlng y pak di bntu atau di perbarui.sya jg mau pesan tiket kereta jg.,2,negatif
Dadi Setiadi,"Gila biaya refund teralu gede banget sampai 70 rb dpt satu tiket ekonomi,",2,negatif
Coco Late,Versi lama lebih cepat daripada setelah di update,2,negatif
Alek alek,"Kenapa sekarang setelah di update,saya ga bisa pakai pilih bangku.. padahal saya udah coba pesan tiket dari dua hari sebelum jalan",2,negatif
Hendrik Irawan,"Apakah apk ini sedang gangguan, karena saya tidak dapat log in",2,negatif
alhagi arfiansyah,pengembang apknya bloon apa?,2,negatif
Emy Nurdiana,"Topup sudah berhasil di retail nya. Tapi di akun ga nambah"" saldonya. Udah chat CS gada respon lagi",2,negatif
Haechanren Lee,"Mau ubah jadwal tapi kok ga ada menunya, udah di cari di my tiket juga ga ada, kalo nonton video tutorial ada menunya, tp di aplikasi ku kok ga ada? Mau dibatalin pun gak bisa juga, sama gak ada menunya. Gimana ini? Akhirnya aku pesen tiket baru, kan buang buang uang jadinya aku harus bayar doubel karna ga bisa diubah, lumayan itu apalagi buat 4 orang aku pesennya. Padahal baru download, kalo gitu pasti udah versi terbarunya, kalo gitu harusnya ada menunya tp ini gak ada",2,negatif
Ilfi Machrus,Railfoodnya tidak bisa di akses,2,negatif
Muhammad Suhro wardi,Gk ramah buat hp kentang,2,negatif
Oppo A71,sy bertrimakasih yg sbanyak2 nya kpda kai.krna kami mrasa nyaman pbrktan tepat waktu...pokoknya best to kai,2,negatif
housekeeping dept,Sudah biasa pesen tiket dr sini..tiap buka suruh daftar jd member basic lagi....adeeh....ya ampuun ribet banget ni aplikasi,2,negatif
Agusjw aja,"Buat apa aplikasi tapi gak bisa milih kursi KA lokal Rangkas merak, jadi malah antri panjang buat berebut kursi",2,negatif
asep suwandi,Kenapa ga bisa do update kai akses,2,negatif
Koko Kodarsyah,"Access kai Knapa skrg ga bisa pilih bangku,...",2,negatif
NATAR• Rama_arsano,Jadwal KRL dan Lokal tidak sesuai jadi selalu terlambat,2,negatif
Misbakhul Azis,Kenapa setelah diperbarui malah ngak bisa login sih??,2,negatif
Sriyanto 8287,Pembayaran pakai aplikasi link aja kok gk ada di metode pembayaran,2,negatif
suhemi astradiata,Woy lah kenapa sekarang kagak bisa pilih kursi gila aja masa harus duduk pisah sama anak istri sendiri gila² aja 😤😤,2,negatif
Surya ningsih,tidak bisa cek jadwal kereta 🫣,2,negatif
Hidayat Putralima,"Pembatalan tiket sudah berhasil tapi dana tidak di kembalikan,? Kok gitu?",2,negatif
CIKA NEVITA,"sebaiknya diberi info petunjuk disaat memilih kursi,, kursi itu Arahnya Mundur/ Maju !!!",2,negatif
Alex Sander,Perbanyak jalur cikarang. Muak nunggu terus,2,negatif
Citra Natalia,Mau kasih bintang banyak masih bingung krna lebih baik aplikasi yg lama krna untuk yg sekarang durasi pemesanan terlalu cepat jadi untuk lanjut dan pilih kursi harus ulang lgi krna durasi sudah kadaluarsa jadi buat lama dan malah tiket yg di pilih awal sdh di pilih orang lain... Harap di perbaikin untuk pelayanan lebih baik kedepannya...,2,negatif
Khoirul Muhin,"Mau buka disuruh update,setelah update tidak bisa update",2,negatif
MARIO AP,"Top up harus nunggu 15 menit dulu, haduuhhh",2,negatif
Muhammad Ma'ruf,"Setelah update bukannya lebih bagus malah banyak bug, oh ya kalau bisa buat seperti dulu minimal android 5.0 jangan minimal android 8.0 itu sangat menyusahkan bagi yang punya hp lama.... Apk tidak kompatibel, versi sdk harus di downgrade.. Agar support android versi lama..",2,negatif
Abdul Basir,Masih banyak kekurangan .. utk bantuan lupa PIN KAIPay aja susaahh masukin emailnya.. Tolong diperbaiki lagii ..,2,negatif
Yudha Erlangga,"Ini gimana sih udahh update kok malah makin error masa mau bayar tiket harus masukin metode pembayaran lagi,gilran udah di masukan alat pembayaran malah muncul tulisan sudah terhubung namun setiap mau bayar kok susah mulu sih aneh bangett tolong developer perbaiki lagi kasian banyak yang mau pakai apalagi yang gunain kereta sebagai alat transportasi untuk bekerjaa",2,negatif
Slamet Hidayat,Akun lama hilang begitu saja saat di pergunakan lagi tidak bisa masuk,2,negatif
tedi antono,"Harusnya begitu top up dana langsung muncul, masa harus nunggu setengah jam gimana kalau lagi buru2, mending benerin dulu deh",2,negatif
Kimkurniawan 90,Tidak ada fitur pembatalan,2,negatif
cindyy aurel,"kenapa si jadwal tdk di temukan mulu, gue udah rela² begadang buat dapatin tiket di h-7 malah kya gini mulu",2,negatif
Heri Mulyanto,"Aplikasi teraneh dan terburuk, abis update log in saldo 66.200 langsung hilang jadi 0. Parrrah",2,negatif
Alvaro de Sasmita,Minta tolong disesuaikan lagi jadwal pemberangkatan computer line dhoho via Kertosono dari Wonokromo jam 15.07 diundur lagi 15.42 dan yang jam 11.57 menjadi 12.42 karena daerah Surabaya banyak yg pulang kerja jam 12.00 dan jam 15.00,2,negatif
Mosa Gaviria,mempersulit transaksi saat melakukan akses pembayaran menggunakan pin,2,negatif
Isna Cahyani,"tolong tambahkan layanan penggantian nama penumpang dan akun yg memesan juga bisa digantikan oleh orang lain, bintang 2 dulu klau udah ada layanannya sy ganti",2,negatif
siti zahroh,"Sering lag, suka eror juga !!",2,negatif
Siti atilah Atilah,Kenapa setelah d update jadi sellu sulit apk sllu balik k awal pengaturan. Tiap mau bayar biasa pake QR. Skarang g bisa. Kan jadi sulit yg tidak punya cara lain buat bayar lagi. Apa lgi semenjak online apk tiap satu bulan sx harus update. Dn kendala nya sllu itu terus.,2,negatif
Eka Pratama Putra,Ini maintanence nya sampe kapan ya?,2,negatif
CrazyHex,"Payah tujuan ke arah kampung bndan sangat lama,, nunggu bisa sampe 1 jam dari 14:30 sampe 15:30,,, tolong benahi dong",2,negatif
SOBO KANDANG,Kemarin ada pembatalan tiket otomatis karena ada bencana dan dana tiket belum di kembalikan gmn kak solusinya.. Malah di suruh dateng ke stasiun besarr. Kan jauh di luar kotaa..,2,negatif
Toria Messi,Mau beli tiket aja sekarang susah banget gagal terus,2,negatif
sitqi syah,"tolong aplikasinya dibenerin lagi,saya mau update ke KAI PAY gak bisa keluar terus dari aplikasi",2,negatif
Bang Support,Hbis update banyak bug & eror,2,negatif
Ajeng Nuraini,"Awal mula download sih aman-aman aja bisa pesan tiket, cuman pas pengen pesen tiket kedua malah nggak bisa ada bacaan sesi anda habis maksudnya gimana ya",2,negatif
Fajar Kurniawan,kenap setelah di-update tidak bisa beli tiket?,2,negatif
Yee Arhinza,"Pengisian kaspro buat byar tiket sangat susah...isi lewat m-banking saldo sudah terpotong , tapi di aplikasi KAI / kaspro nya blm masuk2....pdhl buat sgra pesan tiket",2,negatif
Setya Kurotsu,"Knpa harus update sih klo nyatanya bnyk erornya nih aplikasi, udh pesen tiket ""pulang dan pergi"". Eh yg tiket pergi tiba-tiba ilang anying,,. bukan mslh rupiahnya kecil atau gmna² yakk..!! MASAK HARUS PESEN TIKET LAGI?? APA ENGGAK KASIAN?? Kita ga prnh tau klo ga ada penjelasan. Palingan nanti boro-boro dpt penjelasan, yg ada suruh ke kantor KAI. Lah lu niat buat aplikasi tp ga da penjelasan lebih detail knp dan bagaimana solusinya, biar ini apk tidak seperti ini lagi gitu???",2,negatif
Ica Annisa,"Buat kai acces, ini mah please, please bgt. Kalo udah ke isi saldo, masuk nya jangan telat dong. Bikin kaget aja",2,negatif
Bonita Maibang,Bermasalah mulu Mengganggu jadwal kerja saya Beli tiket error mulu Padahal data internet saya lancar Ga recomended Percuma topup saldo kalau ga bisa di pake Saran saya lebih di bagusin lagi,2,negatif
Efriani Aulia Dira Putri,"adain fitur transfer ke e-wallet atau bank dong, uang jajanku ketelen, gabisa dikemana-manain, pake apk kaspro juga gaada perubahan malah melebihi batas upgrade harian terus",2,negatif
Siti Lailiyah,Bagaimana cara mengatasi failed data?,2,negatif
Hilmi RA,"Gajelasss.. stasiun tidak di temukan, kocak",2,negatif
Rora Lee,Ini knp tiba2 maintanance sih?? Kapan pulihnya?? Aku besok jam 5pagi ada jadwal jalan blitar gimana caranya bs masuk kereta kalo ga bisa nunjukkin kode barcode boarding pass nya ??😭😭😭,2,negatif
Fndlesaptr,Beli pulsa. Tpi gk masuk²min,2,negatif
michael leni,Ko saya sudh ga bsa dowln apl ini knp,2,negatif
Rosi.r10,Aplikasinya sangat membantu tapi gk banget nya dikit dikit update dikit dikit update Tolong kurangin updatenya terimakasih,2,negatif
haqqy doank,"G diupdate salah,giliran di update malah makin parah,gmn provider nya ni",2,negatif
Adi Setiadi,Pembayaran gak seperti dulu...gampang dan banyak pilihan...sekarang gak ada pilihan lain,2,negatif
Rizki Wiratmadja,"Gangerti sama aplikasinya, sebelumnya aku udh daftar pake email ygsama dan nomer yg sama, udh update data, tapi karna saya sempet instal ulang, jadi data awal lagi giliran mau pesen tiket tetep harus update data gabisa, padahal akupake nomer dan email yg sama:(",2,negatif
Alifia Maharani Puspitasari,Di top up tidak mau ngeupdate saldonya,2,negatif
Kusratno Aket,Mau masuk aplikasi yang merumitkan. Akhirnya tak bisa digunakan. Sekelas KAI mungkin bisa bayar program IT yang berkualitas.,2,negatif
Yabes Hetfield,Bad,2,negatif
Rubi Dery,Sering2 d perbaiki saya mau pesan tiket muter terus jaringan bagus juga,2,negatif
Ammar Razka,"Stlah update mlah tmbah parah, mau buat psen tiket krl gk bisa mna dah nyampe stasiun",2,negatif
Aliya alaqsaa,"setelah di update malah jadi lemot, setiap mau cari tiket malah tiketnya tidak tersedia semua, mohon diperbaiki segera ya!! aplikasi ini penting bagi saya 😭",2,negatif
Syifa Humairoh,sejauh ini lancar lancar. sangat disayangkan harus selalu updgrade terus. sering banget suruh upgrade. semoga dengan diupgrade tidak mengecewakan seperti yang ada dikomentar komentar,2,negatif
Rahman Fachri,"tolong dong kalo bikin aplikasi layanan untuk masyarakat yang niat, servernya lemot amat, buat akses jadwal aja kadang bisa kadang susahnya minta ampun 🤦🏻‍♂️",2,negatif
Raodatul Jannah,"Makin kesini apk nya harus selalu di update, kalo ga di update gabisa dipake, padahal abis di update gaada perubahan yg signifikan. Lebih respect apk ini dgn fitur yg lama. Tolong perbaiki dong",2,negatif
Yuti Tri Pujiati,"Pas buka aplikasinya loading lama banget, pas mau bayar juga lama banget. Parah ga bisa di pakai kalau lagi buru""",2,negatif
Farid Ridwan,Lemoooooooott,2,negatif
Rosyid Ari,Menu commuter tidak bisa dipakai,2,negatif
Vian Alfarisky,Suruh update. Udah diupdate malah ttup aplikasi. Remek,2,negatif
Riyan Prasetian,Sekelas aplikasi pemerintah asli bikin jengkel. 😭😭😭,2,negatif
Eko Sunarno,Ganti aja personal programernya,2,negatif
Muh Mahfud,"Update terus ga guna..,,, yg tiket lokal dikasi point juga dong, yg lolak diksi opsi refund online lah... PELIT",2,negatif
Ressy Karnasih,"E-Walet nya ribet,pake ovo beli tiket 1 pembayarannya 2 kali,jadi doble,bukannya untung jadi rugi,tolong perbaiki lagiproses pembayaran e-walet nya",2,negatif
Delfi Mahdi,"Mohon maaf....syaa kasih bintang 2 karena saya ga tega juga kasih bintang 1...btw saya pernah melakukan pembatalan,dan uangnya tak pernah kembali..dgn alasan prosedurnya sudah terlambat batalinya tapi aplikasinya bilang pembatalan anda berhasil.....pantas aplikasi KAI ini ratingnya rendah dan komenya jelek....",2,negatif
Sri Wuryaningsih,"Sangat baik inisiatifnya, tapi masih banyak perbaikan fundamental. Tidak user friendly, seperti mencari menu pengembalian tiket susahnya setengah mati. Hal-hal detail lain, seperti kolom pendaftaran, mengisi tangga lahir jangan pakai date picker seperti itu, gesernya ke tahun kelahiran kebanyakan. Saran saya bagi tim dev libatkan lebih banyak testing ya. Saya tetap rekomendasikan aplikasi ini, dan saya catat bila ada kesulitan. Update: kalau tiap update harus login lagi ya mana tahan..",2,negatif
Hanik Isma,"Tolong diperbaiki,,, aplikasi transportasi kok lelet bgt,",2,negatif
Amalia Insani Putri,Hrs update terus,2,negatif
Danang Susetyo,"Eh tolong lah ya, saat milih menu pembayaran e wallet shoppe pay kenapa loading gak selesai². Tolong dibenahin lagi malah bikin repot aja nih aplikasi",2,negatif
Bang Mael,Tambah gak jelas min. Pencarian stasiun gk ditemukan,2,negatif
soleh mulyana,"Aplikasinya sangat bermasalah, pembayaran ewalet susah",2,negatif
Lupita Lestari,Duuuh update muluuu,2,negatif
Sinta Dewiswara,tolong tidak usah di upgrade upgrade ke versi yang terbaru trussss,2,negatif
Muhammad Yasir,"Tolong untuk software developer untuk di upgrade lagi server dan systemnya. Soalnya benar2 ngelag parah kadang ngebug kadang untuk update saldo kaipay maupun KMT itu susah banget. Tolong diperbaiki lagii untuk kelancaran konsumen. TOLONG DAN MOHON DIPERBAIKI SERVER, SYSTEM DAN JARINGANNYA.",2,negatif
Ekaliptus Tv,Setelah di perbarui jadi susah buat bayar,2,negatif
Titin Fatimah,Tidak bisa diinstall update terbaru di hp ini. Harus ganti hp ya :d,2,negatif
Rubin,"cukup baik pelayanannya, terima kasih",4,positif
ey,"Aplikasi eror mulu dah, ayo perbaikannya.....",4,negatif
Faricha fitria,bagus apknya mempermudah pembelian tapi mengecewakan bangett dari segi pemesanan dan pembayaran yang selalu susah,4,negatif
Vian Surya Culinary,mantab,4,positif
Abay Gans,kok akun saya belom menemukan fitur female dan male yah,4,positif
Deni Setiawan,"jika pesan online di kereta, cepat tidaknya pesanan online diproses tergantung signal internet di perjalanan.",4,positif
T W,"informasi update, ok, Trimakasih Kereta api Indonesia.",4,positif
Muhamad Agung,great service,4,positif
rien prasty,top up.nya susah,4,negatif
KELLIEK SUGIARTO,ok,4,positif
Kiad Syamsu,Aplikasi kadang eror gak bisa check tiket nya,4,negatif
gueh amel,kenapa timeout Mulu sihhh,4,negatif
Agus Pujiyanto,Pada saat buka aplikasi lain harus mengulang lagi,4,positif
Mohamad Suaidi,Pelayanan memuaskan,4,positif
Heri Suchaeri,bagus,4,positif
firdaus syamsul Arifin,error mulu udah bayar lwat qris bca saldo kepotong ticket gak dapat.. entahalah,4,negatif
renie Sufrenita dahniar,mantap,4,positif
Nata tata Nata,ok,4,positif
Ginanjar,sayangnya ada biaya admin topup KAI pay yg lumayan bikin bingung besarannya,4,negatif
Hadi Maulal,mantap,4,positif
Agustian Xhaka,"aplikasi sudah bagus tapi tolong tambahkan Metode pembayaran QRIS, Pasti banyak yang membeli tiket dari aplikasi",4,positif
agung pamuji,kursi kosong tidak terbaca oleh pembaca layar,4,negatif
chanel irfan,b agus,4,positif
Arik Veno Saputra,bagus,4,positif
Mohamad Rizal Hakim,keren,4,positif
Anwar Kedol,sangat baik,4,positif
Regen Dinata,Tolong tambahkan metode pembayaran dg pembayaran virtual acount bank,4,positif
nur nur,bagus,4,positif
Nurfaqih PD,bagus,4,positif
Ridwan Hartanto,ok,4,positif
Ana tri yuliani,top,4,positif
Nurweda Billah,suka susah,4,negatif
tabita chamdani,akhir² ini mau proses pembayaran susah banget,4,positif
Boboho 9495,sangat puas download aplikasi; ini sangat membatu sekali,4,positif
Danu Adipra,"sistem KAI ini sangat membantu saya, Terima kasih...",4,positif
Rosdiana Setyo Lasmowati,"1. andaikan memungkinkan, mengapa kai tdk menambah rangkaian gerbong kereta ekonomi utk mengatasi banyaknya pemakai jasa kai? naikin ongkos sekitaran 5 rb ga masalah sih mengingat saat ini org mulai malas naik moda transportasi selain kereta 2. bagaimana misal pelayanan kpd penumpang di tingkatkan? misal utk lansia dan disabilitas sdh diinfokan sebelumnya utk turun di gerbong X dan Z yg sdh ada tangga yg disediakan. btw pelayanan kami sdh lumayan bagus. congrats ya. cm perlu lbh ditingkatkan",4,positif
Rony rara,bgus.,4,positif
Asep Syaifurohman,bagus,4,positif
Abdul Malik,agak lemot,4,negatif
muhammad saoqi daffa,lebih di bayakin pilihan Snack dan cemilannya,4,positif
Ardha Raya Ramadhan,"Untuk saldo masuk setelah top up KAIPay itu cukup lama 15 menit lalu agak sulit saat top di E-mbanking terutama di Mandiri muncul notifikasi ""nomor tidak ditemukan"" dan riwayat KAIPay susah untuk muncul.",4,negatif
Khulasotul Umah,lebih mudah,4,positif
IBNU,"untuk biaya tarif ubah jadwal masih terlalu besar persenannya, jadi tolong dikurangi",4,negatif
B_Muhammad Zikri Suana,"tolong tambahkan stasiun bandar khalipah pada bagian menu ""antar kota""",4,positif
Eddy Sudirman,KAI kadang2 sulit masuk aplikasi boss,4,negatif
Mas Pangat,baik,4,positif
Tino Ardian,ok,4,positif
Fariz Gibran,"tolong untuk fitur pembatalan,uang lebih cepat dikirim.dan bisa memantau di pembatalan tiket status pembatalan apakah uang sudah terkirim atau belum",4,negatif
ilham Rustian,"top up terlalu lama kita nunggu 7-15 menit , sedangkan untuk tiket rebutan, overall bagus",4,positif
Riski Maulidan,"buat beli tiket secara online, terkadang kehabisan tiket manual",4,positif
Saya Sumarsono,puas memudahkan penumpang dalam perjalanan,4,positif
Garda Pujianto,"Kejadian hari ini, Ketingglaan kereta dari pemalang - Pse, Mohon ditambahan keterangan ditiket online kebrangkatan ( Pagi, Siang, Sore, Malam ) Terimakasih,",4,positif
Lina Rafa,perjalanan jd lebih mudah,4,positif
Ilham Rachim,lumayanlah apk ini bisa membantu tuk kepentingan urgent meskipun terkadang msh suka kurang tepat estimasi kedatangan keretanya😁😁✌️,4,positif
